,id,text,created_at,retweets,replies,likes,lang,score,norm_score,politican,rank,links,classification category,classification source,open in twitter [yes/no],verified from twitter only [yes/no],translated_text,toxicity score,inflammatory score
10,1513911169039290369,RT @NawazSharifMNS: متحدہ اپوزیشن کی کاوشوں سے پاکستان میں آئینی تبدیلی کے ذریعے شہباز شریف کو انتہائی مشکل حالات میں وزارت عظمیٰ کی ذمہ دا…,2022-04-12T16:05:24.000Z,7387,0,0,ur,7577.951012292117,0.1268154506437768,MaryamNSharif,Top 10%,,,,,,"RT @NawazSharifMNS: Through the efforts of the united opposition, through the constitutional change in Pakistan, Shahbaz Sharif has been given the responsibility of the Prime Minister in very difficult circumstances.",0.016587202,0.120994054
11,1529396993113870337,RT @NawazSharifMNS: جموں کشمیر لبریشن فرنٹ کے چیئرمین یٰسین ملک کے خلاف غیر قانونی کاروائیاں ایک افسوسناک عمل ہے۔ اس طرح کی حرکات سے کشمیری…,2022-05-25T09:40:32.000Z,7246,0,0,ur,7433.30621836587,0.1243948497854077,MaryamNSharif,Top 10%,,,,,,"RT @NawazSharifMNS: Illegal actions against Jammu Kashmir Liberation Front Chairman Yasin Malik is a sad act. With such movements, Kashmiri…",0.069754265,0.53296155
12,1512040064410615809,RT @NawazSharifMNS: ڈپٹی سپیکر کی رولنگ آئین اور قانون کے خلاف تھی اس کو اب صرف کاالعدم قرار دینا ہی کافی نہیں ہو گا۔ آئین اور قومی مفاد کا…,2022-04-07T12:10:18.000Z,7128,0,0,ur,7312.25596529284,0.1223690987124463,MaryamNSharif,Top 10%,,,,,,"RT @NawazSharifMNS: Deputy Speaker's ruling was against the constitution and the law, it will not be enough to declare it null and void. Constitution and national interest...",0.038519915,0.124343045
13,1514590244477276173,"وقت آ گیا ہے تمہارے ایک ایک جھوٹ کا محاسبہ کیا جائے۔ کرسی کی خاطر قومی سلامتی سے کھیلنے کی قابل مذمت کوششوں کا محاسبہ کیا جائے۔ حوصلہ رکھو۔۔ اب سامنا کرنا، ہمیشہ کی طرح بھاگ نہ جانا کیونکہ یہ قوم تمہیں اب بھاگنے نہیں دے گی!
#عمران_جھوٹا",2022-04-14T13:03:48.000Z,7404,19123,24592,ur,7030.382772957337,0.1176520088483863,MaryamNSharif,Top 10%,,,,,,"The time has come to account for each and every one of your lies. The reprehensible attempts to play with national security for the sake of the chair should be held to account. be strong.. Face it now, don't run away like always because this nation won't let you run away anymore!
#Imran_jhota",0.3266089,0.67915404
14,1513488891676082183,"شکر الحمدُ للّٰہ ربّ العالمین ! 
نواز شریف کا شہباز شریف وزیرِاعظم اسلامی جمہوریہ  پاکستان 🇵🇰 
شیرررررررررررررررر 🐅🐅🐅",2022-04-11T12:07:25.000Z,7232,14444,35002,ur,6779.864605929138,0.1134596388799607,MaryamNSharif,Top 10%,,,,,,"Thanks be to Allah, Lord of the worlds!
Nawaz Sharif's Shahbaz Sharif is the Prime Minister of the Islamic Republic of Pakistan 🇵🇰
Sherrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr",0.11119666,0.5812358
15,1516066792724385795,مینڈیٹ بھی جعلی، لیڈر بھی جعلی، بیانیہ بھی جعلی، تبدیلی بھی جعلی  اور اب  اکاونٹس بھی جعلی۔ شرم کرو !,2022-04-18T14:51:05.000Z,7107,19495,24968,ur,6716.03768980477,0.1123915085742376,MaryamNSharif,Top 10%,,,,,,"The mandate is also fake, the leader is also fake, the narrative is also fake, the change is also fake and now the accounts are also fake. Shame!",0.4269174,0.5595843
16,1533464224705712131,RT @CMShehbaz: I condemn in strongest possible words hurtful comments of India's BJP leader about our beloved Prophet (PBUH).  Have said it…,2022-06-05T15:02:16.000Z,6474,0,0,en,6641.350325379609,0.1111416309012876,MaryamNSharif,Top 10%,,,,,,RT @CMShehbaz: I condemn in strongest possible words hurtful comments of India's BJP leader about our beloved Prophet (PBUH). Have said it…,0.11192002,0.4668371
17,1512095672866152449,"شکر الحمدُ للّٰہ ربّ العالمین 🙏🏼
قوم کو آئین کی سر بلندی بہت بہت مبارک۔ آئین توڑنے والوں کا کام ہمیشہ کے لیے تمام ہوا۔ اللّہ پاکستان کو چمکتا دمکتا رکھے۔ 
وزیرِ اعظم شہباز شریف انشاءاللّہ! 🇵🇰",2022-04-07T15:51:16.000Z,6849,5511,26526,ur,6611.972071583513,0.1106499918700724,MaryamNSharif,Top 10%,,,,,,"Thanks be to Allah, Lord of the worlds
Congratulations to the nation on the elevation of the constitution. The work of those who broke the constitution was done forever. May Allah keep Pakistan shining.
Prime Minister Shahbaz Sharif, God willing! 🇵🇰",0.09525062,0.74107623
18,1532394221558444032,"RT @RTErdogan: On the 75th anniversary of our diplomatic ties, we hosted my beloved brother Shehbaz Sharif, Prime Minister of the Islamic R…",2022-06-02T16:10:27.000Z,6362,0,0,en,6526.455169920462,0.1092188841201717,MaryamNSharif,Top 10%,,,,,,"RT @RTErdogan: On the 75th anniversary of our diplomatic ties, we hosted my beloved brother Shehbaz Sharif, Prime Minister of the Islamic R...",0.045131154,0.26855177
19,1512097078637379596,پاکستان کو عوام دشمن، نالائق ترین، نا اہل ترین اور ناکام ترین حکومت سے نجات بھی بہت بہت مبارک 🇵🇰💚,2022-04-07T15:56:51.000Z,6766,9001,30281,ur,6433.186370209687,0.1076580499517876,MaryamNSharif,Top 10%,,,,,,"Congratulations to Pakistan for getting rid of the anti-people, most incompetent, most incompetent and most failed government 🇵🇰💚",0.47119883,0.78000736
20,1514916400879521795,عمران خان نے گھڑی اور ہار پہلے خریدے،پھر بیچ دئیےاصل کہانی نہیں۔عمران نے وہ گھڑی اور ہار کتنے میں حکومت سے خریدےاور کتنے میں بازار میں بیچ دیےاصل کہانی ہے۔اور وہ تحائف خریدنے کے لیے اس کے پاس پیسے کہاں سے آئے اصل سوال ہے کیونکہ وزیراعظم کی تنخواہ کے علاوہ اسکاکوئی ذریعہ آمدن نہیں,2022-04-15T10:39:50.000Z,6647,14337,21252,ur,6358.841558206796,0.1064139048231268,MaryamNSharif,Top 10%,,,,,,"Imran Khan first bought the watch and necklace, then sold it. This is not the original story. How much did Imran buy the watch and necklace from the government and how much did he sell them in the market? This is the original story. And where did he get the money to buy those gifts is the real question. It is because the prime minister has no source of income other than his salary",0.030270588,0.44105545
21,1528998577804316672,آج فتنے کی کُرسی کی لالچ کی وجہ سے ایک ماں کا لختِ جگر اس سے الگ ہوگیا اور پاکستان کا بیٹا بے دردی سے شہید کر دیا گیا۔کئی دنوں سے ریاست کو 'خونی انقلاب' کی دھمکیاں دینے والوں نے آج سے اپنے ناپاک منصوبے کا آغاز کردیا ہے۔قوم کے محافظوں پر گولیاں برسانے والے کسی رعایت کے مستحق نہیں https://t.co/HLcnDIvoi4,2022-05-24T07:17:23.000Z,6558,12822,17106,ur,6340.708242950106,0.1061104475241534,MaryamNSharif,Top 10%,https://t.co/HLcnDIvoi4,social media,twitter,yes,yes,"Today, due to the greed of the seat of sedition, a mother's liver was separated from her and the son of Pakistan was brutally martyred. Those who have been threatening the state with 'bloody revolution' for many days, from today, their evil plan. It has started. Those who fire on the nation's guards deserve no concessions https://t.co/HLcnDIvoi4",0.25462922,0.5673731
22,1528403426350080002,جب بھی ملک ترقی کی طرف بڑھنے لگتا ہے، فتنہ خان اپنا جتھہ لے کر پاکستان پر حملہ آور ہو جاتا ہے۔ 22 کڑوڑ عوام کی تقدیر کے فیصلے جتھوں اور فتنہ بازوں کے ہاتھ میں نہیں دے سکتے۔ اب اس پاکستان دشمنی کے خلاف ڈٹ جانے کا وقت آ گیا ہے۔ ڈٹ جانا چاہیے۔,2022-05-22T15:52:27.000Z,6576,16722,22041,ur,6244.982917570496,0.1045085039042559,MaryamNSharif,Top 10%,,,,,,"Every time the country begins to progress, Fitna Khan takes his jatha and attacks Pakistan. The fate of 22 crore people cannot be left in the hands of mobs and miscreants. Now the time has come to take a stand against this anti-Pakistan. Must stop.",0.29771072,0.80792975
23,1512760535313715201,ووٹنگ کراؤ بزدلو ! https://t.co/vEumB2qC1y,2022-04-09T11:53:12.000Z,6555,14982,22672,ur,6237.773680404915,0.1043878588039553,MaryamNSharif,Top 10%,https://t.co/vEumB2qC1y,social media,twitter,yes,no,Voting cowards! https://t.co/vEumB2qC1y,0.4402136,0.6292229
24,1529390086885978115,کدھر گئے 20 لاکھ افراد؟ پنجاب بھر سے کُل ملا کر 500 افراد نہیں نکلے۔ لگتا ہے خیبر پختون خواہ نے بھی فتنہ خان کی کال پر کان نہیں دھرے۔ اچھی بات ہے کہ عوام نے فتنے کو نا صرف پہچان لیا بلکہ اسکا راستہ روک دیا۔ کارکن تپتی دھوپ میں سڑکوں پر خوار اور موصوف ہیلی کاپٹر پر سوار! بُری بات!,2022-05-25T09:13:06.000Z,6623,25212,21117,ur,6195.4088033261,0.1036788913047588,MaryamNSharif,Top 10%,,,,,,Where did 2 million people go? A total of 500 people did not come out from across Punjab. It seems that even Khyber Pakhtunkhwa did not listen to Fitna Khan's call. It is a good thing that people not only recognized the fitna but also blocked its way. Workers in the hot sun on the streets and riding the helicopter! bad thing!,0.057748068,0.43961787
25,1514590013094248449,آج تمہارے جھوٹ تار تار ہو گئے- اقتدار سےچمٹے رہنے کے لیےتم نے خطرناک کھیل کھیلا۔NSC جیسے سنجیدہ فورم کو سازشی ڈرامے کےلئے استعمال کیا۔Absolutely Not کا جھوٹا نعرہ ان اڈوں کےلیےلگایاجوکبھی  مانگے ہی نہیں گئے تھے۔NRO کیلئےاسٹیبلشمنٹ کےترلے کیے،جھوٹ بولا کہ انہوں نے آپشن دیےتھے۔,2022-04-14T13:02:53.000Z,6323,6960,18221,ur,6160.987617498191,0.1031028598438297,MaryamNSharif,Top 10%,,,,,,"Today, your lies are out in the open - you played a dangerous game to cling to power. You used a serious forum like NSC for conspiracy drama. The false slogan of 'Absolutely Not' was used for bases that were not even asked for. That they gave the option.",0.28547668,0.35994667
26,1533694409744818176,BJP کے رکن کی جانب سے توہین آمیز کلمات پر مجھ سمیت تمام مسلمانوں کو شدید دکھ ہوا ہے۔ ایسے بدزبان، احساس سے عاری اور حدوں سے بڑھ جانے والے عبرت کا نشان بنتے ہیں مگر میرے نبی صلیّ اللّہ علیہ وسلم کا ذکر بلند تھا، ہے اور ہمیشہ رہے گا۔,2022-06-06T06:16:56.000Z,6374,3672,26297,ur,6151.421999276933,0.1029427811915071,MaryamNSharif,Top 10%,,,,,,"All Muslims, including me, are deeply saddened by the insulting remarks made by the BJP member. Such blasphemers, devoid of sense and those who exceed the limits are a sign of lesson, but the mention of my Prophet, peace and blessings of God be upon him, was high, is and will always be.",0.24282593,0.5768571
27,1513615281117343744,ماشاءاللّہ ♥️ https://t.co/97gF3x3xdT,2022-04-11T20:29:39.000Z,6734,14797,44014,ur,6147.950741142442,0.1028846904010134,MaryamNSharif,Top 10%,https://t.co/97gF3x3xdT,social media,twitter,yes,yes,Mashallah ♥️ https://t.co/97gF3x3xdT,,
28,1529778912112218112,اس لئیے سو رہے ہیں کہ وہ عمران خان اور اس کے انتشار کے ایجنڈے میں شریک ARY جیسے فتنوں سے ملک اور قوم کی حفاظت میں پوری رات جاگتے رہے۔ شرم کرو عمران سے مل کر قومی خزانے کے 40 ارب اور ٹیکس کھانے والو ! https://t.co/2MMRcvBbtH,2022-05-26T10:58:09.000Z,6365,12105,18701,ur,6131.371294287779,0.1026072367699609,MaryamNSharif,Top 10%,https://t.co/2MMRcvBbtH,mainstream media,ary news,yes,yes,They are sleeping so that they stay awake all night to protect the country and the nation from tyrants like ARY who are involved in Imran Khan and his anarchy agenda. Shame on those who eat 40 billion of the national treasury and taxes together with Imran! https://t.co/2MMRcvBbtH,0.3389984,0.76930225
29,1514178315971891200,ملک کی خدمت اس طرح کی جاتی ہے! https://t.co/Bh27wpWy1M,2022-04-13T09:46:57.000Z,6613,24293,33382,ur,6038.505513376715,0.1010531470382484,MaryamNSharif,Top 10%,https://t.co/Bh27wpWy1M,social media,twitter,yes,yes,This is how the country is served! https://t.co/Bh27wpWy1M,0.058737632,0.3745074
30,1529316609495822337,Weapons recovered by punjab Lahore police from vehicles of PTI Lahore office bearers Zubair Niazi and Bajash Niazi. Case registered. This is the ugly face of the so called Long March. These are the intentions. https://t.co/oGZHituEgf,2022-05-25T04:21:07.000Z,6273,16346,14520,en,6036.217642805494,0.1010148599950842,MaryamNSharif,Top 10%,https://t.co/oGZHituEgf,social media,twitter,yes,yes,Weapons recovered by Punjab Lahore police from vehicles of PTI Lahore office bearers Zubair Niazi and Bajash Niazi. Case registered. This is the ugly face of the so-called Long March. These are the intentions. https://t.co/oGZHituEgf,0.25462922,0.4204909
31,1512817424009244674,"اگر ملک کو بچانا ہے تو عمران خان، سپیکر اور ڈپٹی سپیکر کو ملک دشمنی اور ملک اور آئین کو نقصان پہنچانے پر گرفتار کرنا چاہیے۔ پوری قوم کا یہ مطالبہ ہونا چاہیے۔ اٹھو اور اپنے پاکستان کو ایک غاصب کے ناجائز قبضے سے چھڑاو۔ ملک کے لیے آواز اٹھاؤ 🇵🇰
#IstandWithPakistan",2022-04-09T15:39:15.000Z,6179,10643,19629,ur,5947.465112075198,0.09952960465863757,MaryamNSharif,Top 10%,,,,,,"If the country is to be saved, Imran Khan, the Speaker and the Deputy Speaker should be arrested for anti-nationalism and harming the country and the constitution. This should be the demand of the entire nation. Rise up and free your Pakistan from the illegal occupation of a usurper. Raise your voice for the country 🇵🇰
#IstandWithPakistan",0.2854903,0.80792975
32,1513402320369102850,"Alhamdulilah 🇵🇰

Stock market up by 1444 points ⬆️ 🇵🇰

 Dollar down to 182 from 189 ⬇️ 🇵🇰

#وزیرِاعظم_شہبازشریف",2022-04-11T06:23:25.000Z,6231,11914,24093,en,5926.685556760664,0.09918186307689397,MaryamNSharif,Top 10%,,,,,,"Alhamdulilah 🇵🇰

Stock market up by 1444 points ⬆️ 🇵🇰

 Dollar down to 182 from 189 ⬇️ 🇵🇰

#Prime Minister Shahbaz Sharif",0.012126249,0.029456407
33,1526921776843956226,ARY has crossed all limits of not only yellow but gutter journalism. It has become a mouthpiece of PTI. They should consider quitting journalism &amp; formally joining PTI. PMLN should boycott the smugglers aka ARY &amp; expose their ugly face.,2022-05-18T13:44:55.000Z,6153,10880,19169,en,5923.675253073028,0.09913148626420373,MaryamNSharif,Top 10%,,,,,,ARY has crossed all limits of not only yellow but gutter journalism. It has become a mouthpiece of PTI. They should consider quitting journalism &amp; formally joining PTI. PMLN should boycott the smugglers aka ARY &amp; expose their ugly face.,0.50789946,0.8147743
34,1516040380957229056,تمھارا تحفہ تمھاری مرضی نہیں۔ تحفے بھی ریاست کے، مرضی بھی ریاست کی ! اب تمھاری دھونس نہیں چلے گی! آنکھیں کھول لو، تمھاری جعلی حکومت اور تمھارا مستقبل، دونوں ختم ! حساب تو دینا پڑے گا انشاءاللّہ !,2022-04-18T13:06:08.000Z,6227,15929,20329,ur,5919.338033261025,0.09905890378325233,MaryamNSharif,Top 10%,,,,,,"Your gift is not your will. Gifts of the state, the will of the state! Now your bullying will not work! Open your eyes, your fake government and your future, both are over! Account will have to be given, God willing!",0.2854903,0.55408233
35,1510532374169272323,اپنی کرسی کو بچانے کی خاطر آئینِ پاکستان کا حلیہ بگاڑنے کی اجازت کسی کو نہیں دی جانی چاہیے۔ اس جرم پر اگر اس پاگل اور جنونی شخص کو سزا نا دی گئی تو آج کے بعد اس ملک میں جنگل کا قانون چلے گا!,2022-04-03T08:19:16.000Z,6208,12106,23830,ur,5904.008676789586,0.0988023701574937,MaryamNSharif,Top 10%,,,,,,"No one should be allowed to distort the constitution of Pakistan to save his seat. If this crazy and fanatical person is not punished for this crime, the law of the jungle will prevail in this country after today!",0.44039994,0.88178986
36,1512480901074075649,کوئی اس اقتدار جاتا دیکھ کر پاگل ہو جانے والے شخص کو بتائے کہ اس کو کسی اور نے نہیں، اسکی اپنی جماعت نے باہر نکالا ہے۔ بھارت اگر اتنا پسند ہے تو وہیں شفٹ ہو جائیے اور پاکستان کی جان چھوڑییے۔,2022-04-08T17:22:02.000Z,6094,8443,21966,ur,5858.497198120027,0.09804074492824864,MaryamNSharif,Top 10%,,,,,,"Someone tell the person who is going crazy after seeing this power gone that he has been kicked out by his own party and not by anyone else. If you like India so much, then shift there and leave Pakistan.",0.33504707,0.5680319
37,1515239497663156232,اس غنڈہ گرد اور سڑک چھاپ PTI کا جڑ سے خاتمہ ہر پاکستانی کا اولین فرض ہے۔ یہ کلچر کسی طرح بھی ملک و قوم کے لیے اچھا نہیں بلکہ تباہی ہے۔ اس کا فوری سدباب اور خاتمہ ضروری ہے۔ پنجاب کے عوام ان کے چہرے پہچان لے۔,2022-04-16T08:03:42.000Z,6100,16564,21847,ur,5761.228036876354,0.09641296553288838,MaryamNSharif,Top 10%,,,,,,It is the first duty of every Pakistani to root out this hooliganism and road raid PTI. This culture is not good for the country and the nation in any way but it is a disaster. It is necessary to solve and eliminate it immediately. The people of Punjab should recognize their faces.,0.3389984,0.88178986
38,1515323676065169411,پنجاب کے بھائیو اور بہنو ! 2018 میں آپ سے آپ کا چھینا ہوا مینڈیٹ آپ کو لوٹا دیا گیا ہے۔ آپ کی ترقی کا سفر وہیں سے شروع ہو گا جہاں سے ٹوٹا تھا۔ آپ کا حق آپ کو ملے گا، لاھور سے چلنے والی ”مال گاڑی“ سے بنی گالہ نہیں جائے گا۔ انشاءاللّہ 🐅🐅🐅,2022-04-16T13:38:12.000Z,6025,11360,23042,ur,5736.104844540852,0.09599253407952203,MaryamNSharif,Top 10%,,,,,,"Brothers and sisters of Punjab! In 2018, your stolen mandate has been returned to you. Your growth journey will start from where it left off. You will get your right, the galah made by the ""carriage"" from Lahore will not go away. God willing 🐅🐅🐅",0.24603334,0.46321762
39,1512883314700476421,"The nightmare for my beloved Pakistan is over. Time to heal &amp; repair. 
Pakistan Zindabad 🇵🇰
Nawaz Sharif Zindabad ♥️",2022-04-09T20:01:04.000Z,5981,10366,24016,en,5691.225958062182,0.09524149515040364,MaryamNSharif,Top 10%,,,,,,"The nightmare for my beloved Pakistan is over. Time to heal &amp; repair.
Pakistan Zindabad 🇵🇰
Nawaz Sharif Zindabad ♥️",0.21642438,0.06756553
40,1550521545709309952,فتنہ خان نے اپنے اقتدار کے لیے نا صرف چودھری خاندان میں پھوٹ ڈلوائی بلکہ سپریم کورٹ کے فیصلے کی رو سے چودھری پرویز الہی کی سپیکرشپ اور سیٹ بھی چھین لی۔ یہ شخص جہاں جاتا ہے نحوست پھیلاتا ہے۔چودھری شجاعت صاحب نے دباؤ کے باوجود اصولی فیصلہ کیا اور اپنی عزت اور توقیر میں اضافہ کیا۔,2022-07-22T16:41:58.000Z,5932,9744,21554,ur,5680.819414316701,0.09506734378249607,MaryamNSharif,Top 10%,,,,,,"For her power, Fitna Khan not only split the Chaudhary family, but also took away the Speakership and seat of Chaudhary Parvez Elahi due to the decision of the Supreme Court. This person spreads mischief wherever he goes. Chaudhry Shujaat Sahib took a principled decision despite the pressure and increased his respect and dignity.",0.09525062,0.3740749
41,1512884406482239488,"میں نے آپ کو آمریت کے زندانوں میں فاتح کے روپ میں دیکھا.
آپ کے ساتھ جیل گزار کر آپ کو فاتح کے روپ میں دیکھا.
میں نے آپ کو کبھی ٹوٹتے نہیں دیکھا۔ہمیشہ آپ کے دشمنوں کو رسوا ہوتے دیکھا۔مبارک ہو میرے قائد اللّہ کے فضل سے آج دنیا نے آپ کو ایک بار مرتبہ پھر فاتح دیکھا.
جیئےسدا نوازشریف https://t.co/D2TO8y7x4p",2022-04-09T20:05:25.000Z,5877,7987,19735,ur,5670.616775126536,0.094896604715358,MaryamNSharif,Top 10%,https://t.co/D2TO8y7x4p,social media,twitter,yes,yes,"I saw you as a victor in the prisons of dictatorship.
Having spent jail time with you, I saw you as a winner.
I have never seen you broken. I have always seen your enemies humiliated. Congratulations, my leader, by the grace of Allah, the world has seen you victorious once again.
Yay Nawaz Sharif https://t.co/D2TO8y7x4p",0.09611836,0.7081787
42,1512481427320942595,جس بھارت کے قصیدے پڑھ رہے ہیں وہاں مختلف وزرائے اعظم کے خلاف عدم اعتماد کی ستائیس تحریکیں آئیں۔ کسی ایک نے بھی آئین، جمہوریت اور اخلاقیات سے یہ کھلواڑ نہی کیا۔ واجپائی ایک ووٹ سے ہارا، گھر چلا گیا — آپ کی طرح ملک، آئین اور قوم کو یرغمال نہیں بنایا !,2022-04-08T17:24:07.000Z,5750,3359,16504,ur,5641.9098879248,0.09441620086593182,MaryamNSharif,Top 10%,,,,,,"There were twenty-seven no-confidence motions against various Prime Ministers in the India from which the poems are being read. No one played with the constitution, democracy and morality. Vajpayee lost by one vote, went home — did not hold the country, the constitution and the nation hostage like you!",0.13041082,0.48095533
43,1519929076638793728,RT @betterpakistan: ہلڑ بازی کی پلاننگ ہوتے ہوئے https://t.co/ZlICWy8oVg,2022-04-29T06:38:25.000Z,5441,0,0,ur,5581.647686189443,0.09340772532188842,MaryamNSharif,Top 10%,https://t.co/ZlICWy8oVg,social media,twitter,yes,yes,RT @betterpakistan: Planning the riot https://t.co/ZlICWy8oVg,0.17545098,0.26360792
44,1515315422614401024,RT @TalatHussain12: ٹوٹی بازو کو متحرک رکھنا ایک انقلابی شخص کی نشانی ہے۔ اور وہ کیا کمال طبیب ہو گا جو پائوڈین سے ہلی ہڈیاں بٹھاتا ہے http…,2022-04-16T13:05:24.000Z,5433,0,0,ur,5573.440889370931,0.09327038626609441,MaryamNSharif,Top 10%,,,,,,RT @TalatHussain12: Keeping a broken arm active is a sign of a revolutionary person. And what a wonderful physician he would be who sets loose bones with piodine http…,0.11316007,0.30016744
